Genus,Species,Family,Habitat,Length_cm,measurement,Trophic_lvl,Status,Lake,Region
Pallidochromis,tokolosh,Cichlidae,demersal,28,SL,3.5,endemic,Malawi,southeast africa
Petrotilapia,chrysos,Cichlidae,benthopelagic,13.1,SL,3.4,native,Malawi,southeast africa
Petrotilapia,flaviventris,Cichlidae,pelagic,11.1,SL,3.3,endemic,Malawi,southeast africa
Petrotilapia,genalutea,Cichlidae,demersal,13.1,SL,2,endemic,Malawi,southeast africa
Petrotilapia,microgalana,Cichlidae,benthopelagic,11.4,SL,3.3,endemic,Malawi,southeast africa
Petrotilapia,mumboensis,Cichlidae,pelagic,12.7,SL,3.4,endemic,Malawi,southeast africa
Petrotilapia,nigra,Cichlidae,demersal,12.2,SL,3.4,endemic,Malawi,southeast africa
Petrotilapia,palingnathos,Cichlidae,pelagic,11.8,SL,3.4,endemic,Malawi,southeast africa
Petrotilapia,pyroscelos,Cichlidae,pelagic,10.7,SL,3.3,endemic,Malawi,southeast africa
Petrotilapia,tridentiger,Cichlidae,demersal,17,TL,3.4,endemic,Malawi,southeast africa
Petrotilapia,xanthos,Cichlidae,pelagic,13,SL,3.4,endemic,Malawi,southeast africa
Placidochromis,acuticeps,Cichlidae,benthopelagic,10.3,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,acutirostris,Cichlidae,benthopelagic,11.4,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,argyrogaster,Cichlidae,benthopelagic,11.4,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,boops,Cichlidae,benthopelagic,11.2,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,borealis,Cichlidae,benthopelagic,6.5,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,chilolae,Cichlidae,benthopelagic,7.4,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,communis,Cichlidae,benthopelagic,7.7,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,domirae,Cichlidae,benthopelagic,9.3,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,ecclesi,Cichlidae,benthopelagic,6.3,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,electra,Cichlidae,demersal,12,SL,2.8,endemic,Malawi,southeast africa
Placidochromis,elongatus,Cichlidae,benthopelagic,7.5,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,fuscus,Cichlidae,benthopelagic,7.9,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,hennydaviesae,Cichlidae,demersal,10,TL,3.3,endemic,Malawi,southeast africa
Placidochromis,intermedius,Cichlidae,benthopelagic,6.9,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,johnstoni,Cichlidae,demersal,20,TL,3.5,native,Malawi,southeast africa
Placidochromis,koningsi,Cichlidae,benthopelagic,6.7,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,lineatus,Cichlidae,benthopelagic,9.1,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,longimanus,Cichlidae,demersal,14.5,TL,2,native,Malawi,southeast africa
Placidochromis,longirostris,Cichlidae,benthopelagic,12.8,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,longus,Cichlidae,benthopelagic,4.9,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,lukomae,Cichlidae,benthopelagic,7.3,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,macroceps,Cichlidae,benthopelagic,5.3,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,macrognathus,Cichlidae,benthopelagic,12.7,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,mbunoides,Cichlidae,benthopelagic,7.3,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,milomo,Cichlidae,demersal,18.7,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,minor,Cichlidae,benthopelagic,4.9,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,minutus,Cichlidae,benthopelagic,6.1,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,msakae,Cichlidae,benthopelagic,7.9,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,nigribarbis,Cichlidae,benthopelagic,6.4,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,nkhatae,Cichlidae,benthopelagic,9.8,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,nkhotakotae,Cichlidae,benthopelagic,6.5,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,obscurus,Cichlidae,benthopelagic,6.2,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,ordinarius,Cichlidae,benthopelagic,6.7,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,orthognathus,Cichlidae,benthopelagic,10.3,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,pallidus,Cichlidae,benthopelagic,7.8,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,phenochilus,Cichlidae,benthopelagic,15.7,TL,3.3,endemic,Malawi,southeast africa
Placidochromis,platyrhynchos,Cichlidae,benthopelagic,10,SL,3.3,native,Malawi,southeast africa
Placidochromis,polli,Cichlidae,demersal,14.9,SL,3.4,endemic,Malawi,southeast africa
Placidochromis,rotundifrons,Cichlidae,benthopelagic,6.4,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,subocularis,Cichlidae,demersal,16.2,TL,3.4,endemic,Malawi,southeast africa
Placidochromis,trewavasae,Cichlidae,benthopelagic,6.5,SL,3.2,endemic,Malawi,southeast africa
Placidochromis,turneri,Cichlidae,benthopelagic,8.6,SL,3.3,endemic,Malawi,southeast africa
Placidochromis,vulgaris,Cichlidae,benthopelagic,9.6,SL,3.3,endemic,Malawi,southeast africa
Protomelas,annectens,Cichlidae,benthopelagic,20,TL,3.3,endemic,Malawi,southeast africa
Protomelas,dejunctus,Cichlidae,benthopelagic,13.8,SL,2.7,native,Malawi,southeast africa
Protomelas,fenestratus,Cichlidae,benthopelagic,14,TL,3.2,endemic,Malawi,southeast africa
Protomelas,insignis,Cichlidae,benthopelagic,20.3,TL,2.5,endemic,Malawi,southeast africa
Protomelas,kirkii,Cichlidae,benthopelagic,18,TL,3.4,native,Malawi,southeast africa
Protomelas,krampus,Cichlidae,benthopelagic,18.1,SL,3.3,native,Malawi,southeast africa
Protomelas,labridens,Cichlidae,benthopelagic,18,TL,3.4,endemic,Malawi,southeast africa
Protomelas,macrodon,Cichlidae,benthopelagic,8.8,SL,3.2,endemic,Malawi,southeast africa
Protomelas,marginatus,Cichlidae,benthopelagic,16.6,TL,2,endemic,Malawi,southeast africa
Protomelas,pleurotaenia,Cichlidae,benthopelagic,14.1,TL,3.5,endemic,Malawi,southeast africa
Protomelas,similis,Cichlidae,benthopelagic,18,TL,2,endemic,Malawi,southeast africa
Protomelas,spilonotus,Cichlidae,benthopelagic,16.7,TL,3.4,endemic,Malawi,southeast africa
Protomelas,spilopterus,Cichlidae,benthopelagic,24,TL,3.3,endemic,Malawi,southeast africa
Protomelas,taeniolatus,Cichlidae,benthopelagic,11.3,TL,3.2,endemic,Malawi,southeast africa
Protomelas,triaenodon,Cichlidae,benthopelagic,15.4,TL,3.3,endemic,Malawi,southeast africa
Protomelas,virgatus,Cichlidae,benthopelagic,14,SL,3.3,endemic,Malawi,southeast africa
Pseudocrenilabrus,philander,Cichlidae,benthopelagic,13,TL,3.7,native,Malawi,southeast africa
Pseudotropheus,benetos,Cichlidae,benthopelagic,9.1,SL,4.2,endemic,Malawi,southeast africa
Pseudotropheus,brevis,Cichlidae,demersal,12,SL,2.8,endemic,Malawi,southeast africa
Pseudotropheus,crabro,Cichlidae,demersal,9.4,SL,3.8,endemic,Malawi,southeast africa
Pseudotropheus,cyaneorhabdos,Cichlidae,benthopelagic,7.5,SL,3.5,native,Malawi,southeast africa
Pseudotropheus,elegans,Cichlidae,demersal,13.2,SL,4,endemic,Malawi,southeast africa
Pseudotropheus,fuscoides,Cichlidae,demersal,12,TL,3.5,endemic,Malawi,southeast africa
Pseudotropheus,fuscus,Cichlidae,demersal,11,TL,2,endemic,Malawi,southeast africa
Pseudotropheus,galanos,Cichlidae,benthopelagic,8.8,SL,3.4,native,Malawi,southeast africa
Pseudotropheus,interruptus,Cichlidae,benthopelagic,9.8,TL,3.4,endemic,Malawi,southeast africa
Pseudotropheus,johannii,Cichlidae,benthopelagic,10,TL,2,endemic,Malawi,southeast africa
Pseudotropheus,livingstonii,Cichlidae,demersal,15,TL,3.7,endemic,Malawi,southeast africa
Pseudotropheus,perileucos,Cichlidae,benthopelagic,8,SL,2,endemic,Malawi,southeast africa
Pseudotropheus,perspicax,Cichlidae,demersal,8.1,TL,3.3,endemic,Malawi,southeast africa
Pseudotropheus,purpuratus,Cichlidae,demersal,10,SL,3.4,endemic,Malawi,southeast africa
Pseudotropheus,tursiops,Cichlidae,demersal,9.4,SL,2,endemic,Malawi,southeast africa
Pseudotropheus,williamsi,Cichlidae,benthopelagic,16.5,TL,3.4,endemic,Malawi,southeast africa
Rhamphochromis,esox,Cichlidae,demersal,42,SL,4.2,endemic,Malawi,southeast africa
Rhamphochromis,ferox,Cichlidae,demersal,45,TL,4.2,endemic,Malawi,southeast africa
Rhamphochromis,longiceps,Cichlidae,pelagic,28,TL,3.8,native,Malawi,southeast africa
Rhamphochromis,lucius,Cichlidae,demersal,40,TL,4.2,endemic,Malawi,southeast africa
Rhamphochromis,macrophthalmus,Cichlidae,demersal,29.8,SL,4.2,endemic,Malawi,southeast africa
Rhamphochromis,woodi,Cichlidae,demersal,42,TL,3.8,endemic,Malawi,southeast africa
Sciaenochromis,ahli,Cichlidae,demersal,20,TL,4.2,endemic,Malawi,southeast africa
Sciaenochromis,benthicola,Cichlidae,demersal,14,SL,4.1,endemic,Malawi,southeast africa
Sciaenochromis,fryeri,Cichlidae,demersal,11.5,SL,4.2,endemic,Malawi,southeast africa
Sciaenochromis,psammophilus,Cichlidae,demersal,11.6,SL,3.8,native,Malawi,southeast africa
Serranochromis,robustus,Cichlidae,demersal,56,TL,4.1,endemic,Malawi,southeast africa
Stigmatochromis,macrorhynchos,Cichlidae,benthopelagic,12.8,SL,4,endemic,Malawi,southeast africa
Stigmatochromis,melanchros,Cichlidae,benthopelagic,16.1,SL,4.1,endemic,Malawi,southeast africa
Stigmatochromis,modestus,Cichlidae,demersal,25,TL,4.2,endemic,Malawi,southeast africa
Stigmatochromis,pholidophorus,Cichlidae,demersal,10.8,TL,3.5,endemic,Malawi,southeast africa
Stigmatochromis,pleurospilus,Cichlidae,demersal,9,SL,3.8,endemic,Malawi,southeast africa
Stigmatochromis,woodi,Cichlidae,demersal,25,TL,4.2,endemic,Malawi,southeast africa
Taeniochromis,holotaenia,Cichlidae,demersal,22,TL,3.8,endemic,Malawi,southeast africa
Taeniolethrinops,cyrtonotus,Cichlidae,demersal,11.2,TL,3,endemic,Malawi,southeast africa
Taeniolethrinops,furcicauda,Cichlidae,demersal,21,TL,2.8,endemic,Malawi,southeast africa
Taeniolethrinops,laticeps,Cichlidae,demersal,30,TL,3,endemic,Malawi,southeast africa
Taeniolethrinops,praeorbitalis,Cichlidae,demersal,30,TL,3.2,endemic,Malawi,southeast africa
Tilapia,sparrmanii,Cichlidae,benthopelagic,23.5,TL,2.7,native,Malawi,southeast africa
Tramitichromis,brevis,Cichlidae,demersal,16.3,TL,3.2,endemic,Malawi,southeast africa
Tramitichromis,intermedius,Cichlidae,demersal,16,TL,3.3,endemic,Malawi,southeast africa
Tramitichromis,lituris,Cichlidae,demersal,16.8,TL,3.3,endemic,Malawi,southeast africa
Tramitichromis,trilineatus,Cichlidae,demersal,14,TL,3.5,endemic,Malawi,southeast africa
Tramitichromis,variabilis,Cichlidae,demersal,17.3,TL,3.2,endemic,Malawi,southeast africa
Trematocranus,labifer,Cichlidae,demersal,22.4,TL,3.1,endemic,Malawi,southeast africa
Trematocranus,microstoma,Cichlidae,demersal,23.2,TL,3.4,endemic,Malawi,southeast africa
Trematocranus,pachychilus,Cichlidae,benthopelagic,15.5,SL,3.3,endemic,Malawi,southeast africa
Trematocranus,placodon,Cichlidae,demersal,25,TL,3.4,native,Malawi,southeast africa
Tropheops,biriwira,Cichlidae,benthopelagic,6.9,SL,2.3,endemic,Malawi,southeast africa
Tropheops,gracilior,Cichlidae,demersal,11.2,TL,2.1,endemic,Malawi,southeast africa
Tropheops,kamtambo,Cichlidae,benthopelagic,9.3,SL,2.1,endemic,Malawi,southeast africa
Tropheops,kumwera,Cichlidae,benthopelagic,7.1,SL,2.2,endemic,Malawi,southeast africa
Tropheops,lucerna,Cichlidae,demersal,13.5,TL,2,endemic,Malawi,southeast africa
Tropheops,macrophthalmus,Cichlidae,demersal,11.5,TL,2.1,endemic,Malawi,southeast africa
Tropheops,microstoma,Cichlidae,demersal,9.8,SL,2.8,endemic,Malawi,southeast africa
Tropheops,modestus,Cichlidae,demersal,6.4,SL,2.3,endemic,Malawi,southeast africa
Tropheops,novemfasciatus,Cichlidae,demersal,9,SL,2,endemic,Malawi,southeast africa
Tropheops,romandi,Cichlidae,demersal,6.3,SL,2.3,endemic,Malawi,southeast africa
Tropheops,tropheops,Cichlidae,demersal,14,TL,2,endemic,Malawi,southeast africa
Tylochromis,polylepis,Cichlidae,demersal,43.5,NG,3,questionable,Malawi,southeast africa
Tyrannochromis,macrostoma,Cichlidae,demersal,30,TL,4.2,endemic,Malawi,southeast africa
Tyrannochromis,maculiceps,Cichlidae,demersal,29.5,TL,4.2,endemic,Malawi,southeast africa
Tyrannochromis,nigriventer,Cichlidae,demersal,17,SL,4.2,endemic,Malawi,southeast africa
Tyrannochromis,polyodon,Cichlidae,demersal,18.6,SL,4.1,endemic,Malawi,southeast africa
Bathyclarias,atribranchus,Clariidae,demersal,60,TL,3.1,endemic,Malawi,southeast africa
Bathyclarias,euryodon,Clariidae,demersal,105,TL,3.9,endemic,Malawi,southeast africa
Bathyclarias,filicibarbis,Clariidae,demersal,79.2,TL,4.1,endemic,Malawi,southeast africa
Bathyclarias,foveolatus,Clariidae,demersal,75,SL,3.8,endemic,Malawi,southeast africa
Bathyclarias,longibarbis,Clariidae,demersal,76,TL,3.8,endemic,Malawi,southeast africa
Bathyclarias,nyasensis,Clariidae,benthopelagic,100,SL,3.7,endemic,Malawi,southeast africa
Bathyclarias,rotundifrons,Clariidae,demersal,68.1,TL,3.8,endemic,Malawi,southeast africa
Bathyclarias,worthingtoni,Clariidae,demersal,80,SL,4,endemic,Malawi,southeast africa
Clarias,gariepinus,Clariidae,benthopelagic,170,TL,3.8,native,Malawi,southeast africa
Clarias,liocephalus,Clariidae,demersal,32,TL,3.3,native,Malawi,southeast africa
Clarias,ngamensis,Clariidae,demersal,73,TL,4.3,native,Malawi,southeast africa
Clarias,theodorae,Clariidae,demersal,35,SL,3.5,native,Malawi,southeast africa
Heterobranchus,longifilis,Clariidae,demersal,150,SL,3.7,native,Malawi,southeast africa
Enteromius,arcislongae,Cyprinidae,benthopelagic,6.4,SL,3,endemic,Malawi,southeast africa
Enteromius,atkinsoni,Cyprinidae,benthopelagic,3.2,SL,3,native,Malawi,southeast africa
Enteromius,eutaenia,Cyprinidae,benthopelagic,14,SL,3.2,questionable,Malawi,southeast africa
Enteromius,innocens,Cyprinidae,benthopelagic,8,TL,2.4,native,Malawi,southeast africa
Enteromius,litamba,Cyprinidae,benthopelagic,35,SL,4,endemic,Malawi,southeast africa
Enteromius,macrotaenia,Cyprinidae,benthopelagic,4,SL,3,native,Malawi,southeast africa
Enteromius,oligogrammus,Cyprinidae,benthopelagic,8.2,TL,3,native,Malawi,southeast africa
Enteromius,paludinosus,Cyprinidae,benthopelagic,15,SL,2.9,native,Malawi,southeast africa
Enteromius,radiatus,Cyprinidae,benthopelagic,12,SL,2.8,native,Malawi,southeast africa
Enteromius,seymouri,Cyprinidae,benthopelagic,10.8,SL,3,endemic,Malawi,southeast africa
Enteromius,trimaculatus,Cyprinidae,benthopelagic,15,SL,3.2,native,Malawi,southeast africa
Labeo,altivelis,Cyprinidae,benthopelagic,49,TL,2,native,Malawi,southeast africa
Labeo,cylindricus,Cyprinidae,benthopelagic,25,SL,2,native,Malawi,southeast africa
Labeo,mesops,Cyprinidae,benthopelagic,39,TL,2,native,Malawi,southeast africa
Labeo,worthingtoni,Cyprinidae,benthopelagic,26,TL,2.3,endemic,Malawi,southeast africa
Labeobarbus,johnstonii,Cyprinidae,benthopelagic,50,SL,2,native,Malawi,southeast africa
Labeobarbus,latirostris,Cyprinidae,benthopelagic,37,SL,3.2,endemic,Malawi,southeast africa
Labeobarbus,nthuwa,Cyprinidae,benthopelagic,23.6,SL,3.2,endemic,Malawi,southeast africa
Engraulicypris,sardella,Danionidae,demersal,13,TL,2.9,endemic,Malawi,southeast africa
Opsaridium,microcephalum,Danionidae,demersal,34,TL,3.4,endemic,Malawi,southeast africa
Opsaridium,microlepis,Danionidae,demersal,47,TL,3.5,endemic,Malawi,southeast africa
Mastacembelus,shiranus,Mastacembelidae,benthopelagic,26,TL,4,endemic,Malawi,southeast africa
Chiloglanis,neumanni,Mochokidae,benthopelagic,6.5,SL,2.8,native,Malawi,southeast africa
Synodontis,njassae,Mochokidae,benthopelagic,19.2,TL,3.1,native,Malawi,southeast africa
Cyphomyrus,discorhynchus,Mormyridae,demersal,31,SL,3.2,native,Malawi,southeast africa
Marcusenius,livingstonii,Mormyridae,demersal,30,SL,3.1,native,Malawi,southeast africa
Marcusenius,macrolepidotus,Mormyridae,demersal,32,TL,3.2,native,Malawi,southeast africa
Marcusenius,nyasensis,Mormyridae,demersal,30,SL,3.1,native,Malawi,southeast africa
Mormyrops,anguilloides,Mormyridae,demersal,150,TL,3.8,native,Malawi,southeast africa
Mormyrus,longirostris,Mormyridae,demersal,75,SL,3.3,native,Malawi,southeast africa
Petrocephalus,catostoma,Mormyridae,demersal,15,FL,3.4,native,Malawi,southeast africa
Pollimyrus,castelnaui,Mormyridae,demersal,7,SL,3.2,native,Malawi,southeast africa
Nothobranchius,wattersi,Nothobranchiidae,pelagic,5.3,SL,3.2,native,Malawi,southeast africa
Lacustricola,katangae,Procatopodidae,benthopelagic,5,TL,3.3,questionable,Malawi,southeast africa
Micropanchax,johnstoni,Procatopodidae,benthopelagic,8.5,TL,3.2,native,Malawi,southeast africa
Protopterus,annectens,Protopteridae,demersal,100,TL,3.8,introduced,Malawi,southeast africa
Schilbe,intermedius,Schilbeidae,pelagic,50,SL,3.6,error,Malawi,southeast africa
Alestes,liebrechtsii,Alestidae,pelagic,40,TL,2.9,native,Mweru,central africa
Alestes,macrophthalmus,Alestidae,pelagic,60,SL,2,native,Mweru,central africa
Brycinus,grandisquamis,Alestidae,pelagic,26,SL,3.2,native,Mweru,central africa
Brycinus,humilis,Alestidae,pelagic,7,TL,3.1,questionable,Mweru,central africa
Brycinus,imberi,Alestidae,demersal,19.8,TL,3.3,native,Mweru,central africa
Brycinus,kingsleyae,Alestidae,pelagic,16.6,SL,3.1,native,Mweru,central africa
Brycinus,lateralis,Alestidae,pelagic,14,SL,3.5,native,Mweru,central africa
Brycinus,macrolepidotus,Alestidae,pelagic,53,SL,2.8,native,Mweru,central africa
Brycinus,peringueyi,Alestidae,pelagic,13.3,TL,3.1,native,Mweru,central africa
Bryconaethiops,boulengeri,Alestidae,pelagic,25,TL,3.2,native,Mweru,central africa
Hydrocynus,vittatus,Alestidae,demersal,105,FL,3.7,native,Mweru,central africa
Micralestes,acutidens,Alestidae,pelagic,9,SL,2.9,native,Mweru,central africa
Micralestes,humilis,Alestidae,pelagic,10.6,TL,3.1,native,Mweru,central africa
Micralestes,sardina,Alestidae,pelagic,9.5,SL,3.2,native,Mweru,central africa
Rhabdalestes,rhodesiensis,Alestidae,pelagic,5.7,SL,3.1,native,Mweru,central africa
Amphilius,cryptobullatus,Amphiliidae,demersal,13.5,SL,3,endemic,Mweru,central africa
Amphilius,frieli,Amphiliidae,demersal,13.6,SL,3,native,Mweru,central africa
Amphilius,platychir,Amphiliidae,demersal,10.8,TL,3,misidentification,Mweru,central africa
Amphilius,uranoscopus,Amphiliidae,demersal,19.5,TL,2.9,native,Mweru,central africa
Congoglanis,alula,Amphiliidae,demersal,14.1,SL,3.1,misidentification,Mweru,central africa
Congoglanis,sagitta,Amphiliidae,demersal,13.6,SL,3.1,native,Mweru,central africa
Zaireichthys,brevis,Amphiliidae,demersal,3.4,TL,3,native,Mweru,central africa
Zaireichthys,rotundiceps,Amphiliidae,demersal,3.8,SL,3.4,questionable,Mweru,central africa
Ctenopoma,multispine,Anabantidae,benthopelagic,13.5,SL,3.8,native,Mweru,central africa
Microctenopoma,intermedium,Anabantidae,benthopelagic,6.2,TL,3.2,native,Mweru,central africa
Chetia,mola,Cichlidae,benthopelagic,13.3,SL,3.8,endemic,Mweru,central africa
Coptodon,rendalli,Cichlidae,benthopelagic,45,TL,2.3,native,Mweru,central africa
Oreochromis,andersonii,Cichlidae,benthopelagic,61,TL,2,introduced,Mweru,central africa
Oreochromis,macrochir,Cichlidae,benthopelagic,43,TL,2.2,questionable,Mweru,central africa
Oreochromis,mortimeri,Cichlidae,benthopelagic,48,TL,2.2,introduced,Mweru,central africa
Oreochromis,mweruensis,Cichlidae,benthopelagic,23.8,SL,2.3,native,Mweru,central africa
Orthochromis,kalungwishiensis,Cichlidae,benthopelagic,9.9,SL,2,endemic,Mweru,central africa
Orthochromis,katumbii,Cichlidae,benthopelagic,8.6,SL,2,endemic,Mweru,central africa
Orthochromis,luongoensis,Cichlidae,benthopelagic,10.7,SL,2,endemic,Mweru,central africa
Orthochromis,mporokoso,Cichlidae,benthopelagic,7.5,SL,2,endemic,Mweru,central africa
Orthochromis,polyacanthus,Cichlidae,benthopelagic,11.8,TL,2,endemic,Mweru,central africa
Orthochromis,stormsi,Cichlidae,benthopelagic,10.2,TL,2,native,Mweru,central africa
Palaeoplex,palimpsest,Cichlidae,benthopelagic,14.3,SL,3.4,endemic,Mweru,central africa
Pseudocrenilabrus,philander,Cichlidae,benthopelagic,13,TL,3.7,native,Mweru,central africa
Pseudocrenilabrus,pyrrhocaudalis,Cichlidae,benthopelagic,7.3,SL,3.3,endemic,Mweru,central africa
Sargochromis,mellandi,Cichlidae,demersal,20,TL,3.4,native,Mweru,central africa
Serranochromis,angusticeps,Cichlidae,demersal,41,SL,4.5,native,Mweru,central africa
Serranochromis,jallae,Cichlidae,demersal,39.6,SL,4.1,native,Mweru,central africa
Serranochromis,macrocephalus,Cichlidae,demersal,35,SL,4.2,native,Mweru,central africa
Serranochromis,stappersi,Cichlidae,benthopelagic,25.5,SL,3.9,endemic,Mweru,central africa
Serranochromis,thumbergi,Cichlidae,demersal,33,TL,3.7,native,Mweru,central africa
Steatocranus,bleheri,Cichlidae,demersal,6.8,SL,3.3,endemic,Mweru,central africa
Thoracochromis,moeruensis,Cichlidae,benthopelagic,10,TL,3.3,endemic,Mweru,central africa
Thoracochromis,stigmatogenys,Cichlidae,benthopelagic,10.5,TL,3.3,native,Mweru,central africa
Tilapia,baloni,Cichlidae,demersal,17.5,TL,2.3,endemic,Mweru,central africa
Tilapia,ruweti,Cichlidae,benthopelagic,10.4,TL,2.4,native,Mweru,central africa
Tilapia,sparrmanii,Cichlidae,benthopelagic,23.5,TL,2.7,native,Mweru,central africa
Tylochromis,bangwelensis,Cichlidae,benthopelagic,27.5,TL,3.2,native,Mweru,central africa
Tylochromis,mylodon,Cichlidae,benthopelagic,22,SL,3.3,native,Mweru,central africa
Tylochromis,regani,Cichlidae,benthopelagic,27.5,TL,2.6,native,Mweru,central africa
Clarias,buthupogon,Clariidae,demersal,34.1,TL,3.3,native,Mweru,central africa
Clarias,dumerilii,Clariidae,demersal,30.5,TL,3.4,native,Mweru,central africa
Clarias,gariepinus,Clariidae,benthopelagic,170,TL,3.8,native,Mweru,central africa
Clarias,liocephalus,Clariidae,demersal,32,TL,3.3,native,Mweru,central africa
Clarias,ngamensis,Clariidae,demersal,73,TL,4.3,native,Mweru,central africa
Clarias,stappersii,Clariidae,demersal,41,SL,4.5,native,Mweru,central africa
Clarias,theodorae,Clariidae,demersal,35,SL,3.5,native,Mweru,central africa
Heterobranchus,boulengeri,Clariidae,demersal,64,TL,3.5,endemic,Mweru,central africa
Heterobranchus,longifilis,Clariidae,demersal,150,SL,3.7,native,Mweru,central africa
Auchenoglanis,occidentalis,Claroteidae,demersal,70,SL,2.9,native,Mweru,central africa
Chrysichthys,mabusi,Claroteidae,demersal,41,SL,3.3,native,Mweru,central africa
Chrysichthys,sharpii,Claroteidae,demersal,37,TL,3.3,native,Mweru,central africa
Clypeobarbus,pseudognathodon,Cyprinidae,benthopelagic,5.5,TL,2.9,native,Mweru,central africa
Coptostomabarbus,bellcrossi,Cyprinidae,benthopelagic,2.7,SL,3,native,Mweru,central africa
Enteromius,afrovernayi,Cyprinidae,benthopelagic,5.7,TL,3.5,native,Mweru,central africa
Enteromius,atromaculatus,Cyprinidae,benthopelagic,6.8,TL,3,native,Mweru,central africa
Enteromius,barotseensis,Cyprinidae,benthopelagic,5,SL,3,native,Mweru,central africa
Enteromius,bifrenatus,Cyprinidae,benthopelagic,7,SL,2.6,native,Mweru,central africa
Enteromius,brachygramma,Cyprinidae,benthopelagic,5.2,TL,3,endemic,Mweru,central africa
Enteromius,brevidorsalis,Cyprinidae,benthopelagic,4.6,TL,3,native,Mweru,central africa
Enteromius,eutaenia,Cyprinidae,benthopelagic,14,SL,3.2,native,Mweru,central africa
Enteromius,fasciolatus,Cyprinidae,benthopelagic,6,SL,3,native,Mweru,central africa
Enteromius,haasianus,Cyprinidae,benthopelagic,3.2,SL,3,native,Mweru,central africa
Enteromius,holotaenia,Cyprinidae,benthopelagic,12,SL,2.8,native,Mweru,central africa
Enteromius,kerstenii,Cyprinidae,benthopelagic,9,SL,3,native,Mweru,central africa
Enteromius,kessleri,Cyprinidae,benthopelagic,7.7,TL,3,native,Mweru,central africa
Enteromius,lineomaculatus,Cyprinidae,benthopelagic,8.6,SL,3,native,Mweru,central africa
Enteromius,lornae,Cyprinidae,pelagic,5.4,SL,3,native,Mweru,central africa
Enteromius,lukindae,Cyprinidae,benthopelagic,7.5,TL,3,endemic,Mweru,central africa
Enteromius,multilineatus,Cyprinidae,benthopelagic,4.5,SL,3,native,Mweru,central africa
Enteromius,paludinosus,Cyprinidae,benthopelagic,15,SL,2.9,native,Mweru,central africa
Enteromius,radiatus,Cyprinidae,benthopelagic,12,SL,2.8,native,Mweru,central africa
Enteromius,trimaculatus,Cyprinidae,benthopelagic,15,SL,3.2,native,Mweru,central africa
Enteromius,unitaeniatus,Cyprinidae,benthopelagic,14,SL,3.3,native,Mweru,central africa
Labeo,altivelis,Cyprinidae,benthopelagic,49,TL,2,native,Mweru,central africa
Labeo,annectens,Cyprinidae,benthopelagic,17.5,SL,2.4,native,Mweru,central africa
Labeo,chariensis,Cyprinidae,benthopelagic,22.1,SL,2.3,native,Mweru,central africa
Labeo,congoro,Cyprinidae,benthopelagic,41.5,SL,2.2,native,Mweru,central africa
Labeo,cylindricus,Cyprinidae,benthopelagic,25,SL,2,native,Mweru,central africa
Labeo,polli,Cyprinidae,benthopelagic,18.4,SL,2.4,native,Mweru,central africa
Labeo,simpsoni,Cyprinidae,benthopelagic,22,SL,2.3,native,Mweru,central africa
Labeo,weeksii,Cyprinidae,benthopelagic,29,TL,2.3,native,Mweru,central africa
Labeobarbus,caudovittatus,Cyprinidae,benthopelagic,80,TL,3.3,native,Mweru,central africa
Labeobarbus,stappersii,Cyprinidae,benthopelagic,59.4,SL,3.3,native,Mweru,central africa
Labeobarbus,trachypterus,Cyprinidae,benthopelagic,23.9,SL,3.2,native,Mweru,central africa
Chelaethiops,congicus,Danionidae,benthopelagic,11,TL,3.3,native,Mweru,central africa
Engraulicypris,brevianalis,Danionidae,benthopelagic,7.5,SL,3.2,native,Mweru,central africa
